place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
11317,28.73749579,77.1667072,139,92,136.5314103,370,244,80,84.38461538,48.2,34.66666667
11318,28.73349579,77.1667072,136,,63,,,,,63,
11319,28.72949579,77.1667072,134,80.33333333,97.10742845,136.9375,,164.8181818,55.55555556,,11
11321,28.72149579,77.1667072,219.4827586,,219.4827586,,,,,,
11325,28.70549579,77.1667072,122.2413793,,50.5,30,,,,,71
11326,28.70149579,77.1667072,25,61.14634146,61.78327451,73.57142857,113,,68.25,43.18181818,48.33333333
11333,28.67349579,77.1667072,68.94117645,43.5,40.22777778,28.55555556,76.5,,,32.33333333,20.25
11334,28.66949579,77.1667072,112.8823529,51.58333333,79.14846303,83.38461538,144.6086957,95.08,79,39.0625,27.5862069
11335,28.66549579,77.1667072,118.4411765,,27,,,,,,27
11340,28.64549579,77.1667072,124,50,71.5,74.66666667,132,,,38,10.33333333
11344,28.62949579,77.1667072,140.3333333,57,63,17,89.5,137.5,,,14
11351,28.60149579,77.1667072,156.6666667,56,46.95833333,44.33333333,74.5,,13,,
11352,28.59749579,77.1667072,173,57,68.5047619,67.08333333,70.53333333,,33.25,53.66666667,25
11353,28.59349579,77.1667072,118.1803279,45.94,64.63356937,74.30726257,84.65957447,83.82608696,63.36363636,28.125,18.66666667
11354,28.58949579,77.1667072,99.35578895,31,31.75,,,,,,32.5
11358,28.57349579,77.1667072,80.53125,39.1,55.15272543,68.88888889,86.05555556,85.10638298,39.26666667,35.73972603,6.533333333
11359,28.56949579,77.1667072,74.16666667,42.66666667,44.20876571,52.5862069,68.5,52.73076923,40.89473684,17.22222222,4.902857143
11360,28.56549579,77.1667072,113.6428571,42.95454545,58.39836596,89.43859649,84.29032258,62.8,56.33333333,7,10.72727273
11361,28.56149579,77.1667072,128.2727273,46.8,85.96181269,98.09677419,89.8,185.5,102.6,7.5,29.125
11373,28.51349579,77.1667072,87.5,51.95833333,94.15206165,144.5555556,98.90909091,129,127.6826923,72.12244898,41.48837209
11374,28.50949579,77.1667072,79,44.84210526,89.85621216,141.1111111,95,127.9454545,123.9090909,62.3,44.74193548
11437,28.73549579,77.1701713,165.2,56,100.3040816,,232.2857143,82,72.14285714,65.5,29
11438,28.73149579,77.1701713,235.5,84.66666667,124.1337302,156.375,,250.7,74.44444444,59,8.25
11441,28.71949579,77.1701713,228.5714286,,228.5714286,,,,,,
11442,28.71549579,77.1701713,226.5263158,,226.5263158,,,,,,
11445,28.70349579,77.1701713,149.3333333,85.06451613,125.1677867,184,288.8888889,131.6666667,81.5,57.66666667,23.22222222
11452,28.67549579,77.1701713,108.8,41.796875,81.696435,77.24418605,105.1789474,120.1428571,116.9032258,44.2244898,39.28089888
11453,28.67149579,77.1701713,111,45.30612245,85.17135711,80.97826087,139.6585366,144.4897959,75.69230769,45.6,38.64583333
11454,28.66749579,77.1701713,139.2666667,50,81.38412699,,135,96.22222222,84,34,31.2
11460,28.64349579,77.1701713,151.95,40.25,50.0625,,68,48,44,,
11463,28.63149579,77.1701713,164.6333334,,233.8859649,271.7719298,,196,,,
11469,28.60749579,77.1701713,177.3166667,53.4,56.68333333,37.33333333,83,53,,,
11470,28.60349579,77.1701713,190,27.6,139.2641558,,158.5238095,,278.6969697,41.5,
11472,28.59549579,77.1701713,119.2911392,43.76923077,71.1445073,77.52066116,99.38793103,87.17647059,76.18421053,53.22641509,12.6
11473,28.59149579,77.1701713,119.875,42.5,83.40416666,113.125,126.6,141.3333333,46,47.8,30
11474,28.58749579,77.1701713,173.25,49.08333333,107.6840278,107.5,128.5,257.25,97,23.33333333,25.55555556
11477,28.57549579,77.1701713,88.53731343,37.77142857,51.33230068,55.86842105,84.70731707,93.37980769,27.76,15.79411765,6.84
11478,28.57149579,77.1701713,86.81987578,38.05555556,58.87231282,63.84883721,95.35036496,81.45238095,68.35625,20.5952381,16.5
11480,28.56349579,77.1701713,113.9230769,41.33333333,78.78486133,86.44,114.1666667,90.25,85.71428571,,19.66666667
11481,28.55949579,77.1701713,131.4647887,46.23076923,82.40436975,101.686747,96.18518519,133.8333333,119.9487179,8.21875,21.66666667
11493,28.51149579,77.1701713,122.2091503,52.90909091,87.0790915,110.7142857,99.7,135.8571429,64.31578947,66.2,44.72727273
11557,28.73749579,77.17363541,119.3545752,,53,,54,95,43,52.5,20.5
11558,28.73349579,77.17363541,116.5,73.27272727,67.23603983,83.75,83,74.66666667,43.03225806,47.66666667,16
11563,28.71349579,77.17363541,214.826087,,214.826087,,,,,,
11564,28.70949579,77.17363541,112,61.52272727,84.42467748,139.6956522,134.875,88.2,70.18181818,39.72222222,29.2
11565,28.70549579,77.17363541,153,57.81818182,94.61514038,111.3529412,162,174,29,44,25.75
11573,28.67349579,77.17363541,418,,269,,,133,,,256
11574,28.66949579,77.17363541,200,,40,,,,,,40
11575,28.66549579,77.17363541,124,44.36363636,76.60975617,,150,75.05882353,77.8125,33.33333333,31.7
11581,28.64149579,77.17363541,158.25,39.9375,34.81159586,18.34782609,44.51282051,,57,22.5,26.57142857
11582,28.63749579,77.17363541,192.5,65.4,48.2,31,,,,,
11583,28.63349579,77.17363541,226.75,54.22222222,49.27777778,40.5,,116,,18,17.66666667
11588,28.61349579,77.17363541,261,,126.8,57,188.5,,104.5,,23
11589,28.60949579,77.17363541,198,63.16666667,93.21428572,48,181,65.66666667,58.66666667,38,
11592,28.59749579,77.17363541,88.77419355,46.89820359,67.01975892,61.20754717,87.47413793,113.375,73.72222222,49.28571429,15.42105263
11593,28.59349579,77.17363541,109.3870968,,148.25,148.25,,,,,
11594,28.58949579,77.17363541,130,,98.5,45,93.5,125.5,,,
11595,28.58549579,77.17363541,144.4285714,52.38461538,81.20149422,118.72,130.4,,71.75,25,25.72727273
11596,28.58149579,77.17363541,79.4,63.68096515,65.9639474,81.33333333,97.5,,46,46.33333333,47.5
11597,28.57749579,77.17363541,173.5,51.5,102.0396825,165,126.7777778,130,43.5,24,
11598,28.57349579,77.17363541,83.55555556,54.33333333,49.97637085,59,91.63636364,65.8,19.2,20.28571429,6
11599,28.56949579,77.17363541,87.96638655,44.51136364,57.7548743,70.88034188,97.88421053,88.75268817,42.06976744,21.45098039,8.523255814
11602,28.55749579,77.17363541,113.3333333,43.08333333,66.81746448,82.8974359,95.87878788,108.25,61.64444444,5.5,23.95238095
11614,28.50949579,77.17363541,96,54.46296296,82.55316772,116.8461538,93.52941176,105.5714286,87.38461538,64,42.63076923
11677,28.73549579,77.17709951,175.2,39.5,89.78125,73.5,184.5,100.5,49.8,51.25,44
11683,28.71149579,77.17709951,154.1666667,60.80357143,89.54897864,125.5384615,137.1111111,68,89.5,47.85,33.42201835
11684,28.70749579,77.17709951,187.2788462,72.76519337,113.5037413,132.7892857,171.5794393,150.5454545,101.7085202,53.81,37.55319149
11686,28.69949579,77.17709951,192.1858975,,236,236,,,,,
11692,28.67549579,77.17709951,197.0929487,,89,89,,,,,
11693,28.67149579,77.17709951,202,,91.42,,,146.1,33,44,32
11694,28.66749579,77.17709951,165.0454546,,41,,,,,,41
11695,28.66349579,77.17709951,128.0909091,47.57142857,73.15033618,,140.2765957,79.36666667,60.31818182,25,31.42857143
11700,28.64349579,77.17709951,208.5454546,43.28571429,32.01190476,,,,42,,10.75
11701,28.63949579,77.17709951,289,,289,,,,,,
11705,28.62349579,77.17709951,274,,151.6666667,,159,,,,22
11706,28.61949579,77.17709951,186.5,,33.66666667,,,,33.66666667,,
11707,28.61549579,77.17709951,99,,76.75,125,,72,11,,
11709,28.60749579,77.17709951,94.72764228,21.33333333,21.33333333,,,,,,
11710,28.60349579,77.17709951,90.45528455,,114,,114,,,,
11711,28.59949579,77.17709951,86.18292683,44.25757576,63.1180578,61.94610778,85.6259542,101.68,68.52173913,47.44444444,9.285714286
11712,28.59549579,77.17709951,210,,115.1222222,93.5,103.1111111,110,59,,
11713,28.59149579,77.17709951,140.5263158,,108.6652632,99.5,119.5,117.8,66,,
11716,28.57949579,77.17709951,158.9285714,49.53846154,87.22921245,142.3333333,112.2,144,41.5,23.33333333,26
11717,28.57549579,77.17709951,121.6666667,38,81.51250001,113.6666667,93,161.2,52.33333333,46.83333333,25.4
11718,28.57149579,77.17709951,105.7560606,58,58,,,,,,
11719,28.56749579,77.17709951,89.84545455,41.70588235,54.94407961,60.34736842,89.79569892,82.32142857,44.775,20.68604651,10.07575758
11720,28.56349579,77.17709951,98.38383838,52.9047619,60.8027015,76.35,97.98837209,79.42045455,49.2345679,21.8988764,10.24074074
11722,28.55549579,77.17709951,102.1111111,37.93103448,59.73128697,76.35714286,93.23076923,92.42857143,54.875,4,16.91666667
11733,28.51149579,77.17709951,106.3055556,35,35,,,,,,
11734,28.50749579,77.17709951,110.5,48.63291139,79.48664155,106.4444444,83.41666667,94.25,88.73333333,62.04672897,41.86904762
11798,28.73349579,77.18056361,171,41.6,98.52738095,158.3333333,188.2857143,104.75,45.75,42.5,36
11802,28.71749579,77.18056361,174.6388889,,18.5,,,,,18.5,
11803,28.71349579,77.18056361,178.2777778,,164,164,,,,,
11804,28.70949579,77.18056361,181.9166667,70.36363636,100.2178091,117.4285714,,165,109.5,35.31578947,22
11805,28.70549579,77.18056361,230.8732394,95.19277108,161.1973959,183.5234899,195.3936508,295.7333333,124.158209,100.1746725,64.52980132
11812,28.67749579,77.18056361,197.6549296,,94,94,,,,,
11813,28.67349579,77.18056361,164.4366197,,30,,,,,,30
11814,28.66949579,77.18056361,131.2183099,,64.41666667,,,127.25,30,,36
11815,28.66549579,77.18056361,98,46.75,68.30140693,,75.625,94.81818182,101.6666667,26,35.25
11816,28.66149579,77.18056361,165.3333333,36,84.28435374,,145,120.8,49,51,22.85714286
11821,28.64149579,77.18056361,205.6666667,42.5,77.54444445,97.66666667,148.5555556,91,,,8
11822,28.63749579,77.18056361,246,,246,,,,,,
11825,28.62549579,77.18056361,190.2627451,,42.09195402,55.5,,,47.27586207,,23.5
11826,28.62149579,77.18056361,134.5254902,20,56.57843138,,,,,93.15686275,
11831,28.60149579,77.18056361,78.78823529,44.25657895,62.29862992,63.2047619,85.6875,80,69.07894737,69.20634921,8.166666667
11832,28.59749579,77.18056361,145.1428571,,101.6190476,89.66666667,112.6666667,,59,,
11836,28.58149579,77.18056361,155.7142857,56,56,,,,,,
11838,28.57349579,77.18056361,166.2857143,49.25,104.0446429,119.25,207.5,163.5714286,32,65.5,29
11839,28.56949579,77.18056361,99,34,69.53333333,,74,112,,,28.66666667
11840,28.56549579,77.18056361,86.69886364,42.51282051,58.79680172,74.24137931,104.3381295,76.41284404,61.3626943,18.57553957,6.232142857
11841,28.56149579,77.18056361,102.3333333,55.42592593,58.51113958,75.35416667,87.22580645,72.31818182,41.53125,19.32352941,14.57692308
11842,28.55749579,77.18056361,119.8,43.33333333,51.30833333,26,80.33333333,74.2,29.8,30,7
11843,28.55349579,77.18056361,91.28571429,38.24324324,61.88651275,71,80.72727273,79.375,51.26666667,,21.30769231
11844,28.54949579,77.18056361,91.44880953,20,20,,,,,,
11850,28.52549579,77.18056361,91.61190476,74,74,,,,,,
11851,28.52149579,77.18056361,91.775,46.92,93.19917004,182,126.5357143,106.625,122.5471698,38.85714286,30.33333333
11854,28.50949579,77.18056361,92.5,52.45454545,100.4687509,179.5757576,102.875,134.2,137.6666667,62.43548387,42.04255319
11904,28.78749579,77.18402771,94.3589404,47,47,,,,,,
11907,28.77549579,77.18402771,96.2178808,51,51,,,,,,
11914,28.74749579,77.18402771,98.0768212,50,50,,,,,,
11917,28.73549579,77.18402771,99.9357616,57,57,,,,,,
11918,28.73149579,77.18402771,101.794702,39.66666667,80.20697664,59,186.75,100.3333333,50,59.66666667,44.44444444
11922,28.71549579,77.18402771,129.0640177,,85,,,,,85,
11924,28.70749579,77.18402771,156.3333333,106.2015504,144.5222807,132.3103448,243,176.75,209.7741935,66.75,65.05882353
11925,28.70349579,77.18402771,154.8571428,,64.5,,,,,90,39
11933,28.67149579,77.18402771,153.3809524,,66,,,121,,55,22
11934,28.66749579,77.18402771,151.9047619,,75.08333333,,,94,79,,52.25
11935,28.66349579,77.18402771,150.4285714,44,97.91587302,,128.5,129.6666667,109.5,,25.4
11936,28.65949579,77.18402771,122.75,,96.17,,171,118,41.5,,27.6
11940,28.64349579,77.18402771,185,35,81.09375,143.5,123.25,51,51,41,19
11942,28.63549579,77.18402771,252,,252,,,,,,
11944,28.62749579,77.18402771,200.8037383,33.5,36.38636364,40.5,,46.54545455,,,25
11945,28.62349579,77.18402771,149.6074766,,35,35,,,,,
11950,28.60349579,77.18402771,98.41121495,45.20168067,63.1307626,67.64102564,91.78145695,87,69.97435897,35.4,9.636363636
11951,28.59949579,77.18402771,94,38,85.53095238,83.78571429,166,106,25.4,,
11954,28.58749579,77.18402771,88.9375,52.66666667,52.66666667,,,,,,
11955,28.58349579,77.18402771,83.875,46.5,46.5,,,,,,
11958,28.57149579,77.18402771,78.8125,39.66666667,66.0521601,66.52941176,117.5454545,107.2222222,62,29.30769231,27.33333333
11959,28.56749579,77.18402771,87.46153846,44.69230769,61.92182817,67.16666667,120.1714286,88.95238095,49.73333333,27.83333333,9.363636364
11960,28.56349579,77.18402771,71.42105263,34.21052632,43.52546604,58.63888889,68.46875,57.97435897,35.76666667,18.51515152,3.208333333
11961,28.55949579,77.18402771,106.25,53.16666667,74.96647728,111.1818182,97.2,118.8,67,33.8,12.33333333
11962,28.55549579,77.18402771,97.22222222,42.84615385,62.26636379,73.8125,96.58333333,80.09090909,64.25,25.94117647,17.38461538
11963,28.55149579,77.18402771,115.7333333,31.81481481,65.11362173,70.88888889,91.2173913,122.4545455,68.8,4,16
11969,28.52749579,77.18402771,96.5,74.07692308,78.231729,117.8571429,104.8,55,96.28571429,51.89655172,29.4375
11970,28.52349579,77.18402771,99.775,49.81333333,75.8535032,98.5483871,80.70909091,118.5785714,73.94701987,50.96449704,34.49212598
11971,28.51949579,77.18402771,96.03284672,40.89152542,73.22686751,98.18128655,95.74742268,106.7943038,70.97147651,44.19607843,33
11973,28.51149579,77.18402771,61.2,50.31578947,69.52212543,86.36363636,80.76,89,94.8,54.60714286,39.13043478
12038,28.73349579,77.18749181,106,,106,,,,,,
12039,28.72949579,77.18749181,183.7391304,50.5,96.9048913,55.5,271.3333333,94.66666667,50.5,41.6,27.4
12040,28.72549579,77.18749181,197.516624,47,47,,,,,,
12045,28.70549579,77.18749181,211.2941176,24.66666667,86.8420168,65.5,,138.5,120.3333333,26,21.6
12056,28.66149579,77.18749181,120.8571429,,92.32601845,,127.2258065,143.25,36.44,,33.85714286
12060,28.64549579,77.18749181,232,60.2972973,111.5843844,152.4444444,175.9333333,177.5,53.5,26,15
12063,28.63349579,77.18749181,195.2,60,84.54920635,67.42857143,62,66,56.66666667,,
12064,28.62949579,77.18749181,156,45,95.8,49,146,83,,,
12069,28.60949579,77.18749181,145.6184834,48,48,48,,,,,
12070,28.60549579,77.18749181,135.2369668,48.3006135,71.42932676,66.27916667,88.86363636,88.65,84.16923077,53.56,6.375
12072,28.59749579,77.18749181,96,23,76.47222222,98,128,69.5,44.33333333,,
12073,28.59349579,77.18749181,93.64726028,34,34,,,,,,
12074,28.58949579,77.18749181,91.29452055,48.66666667,85.83333334,,123,,,,
12078,28.57349579,77.18749181,88.94178083,,138,,,,138,,
12079,28.56949579,77.18749181,86.5890411,47.55769231,62.73982562,76.18571429,106.65,86.31428571,50.85714286,29.18333333,18.58139535
12080,28.56549579,77.18749181,106.3636364,36.44736842,65.71226496,75.38235294,140.375,79.93333333,55.57142857,20.125,11.5
12081,28.56149579,77.18749181,88.1627907,48.43243243,60.01760239,85.24,95.80769231,74.77419355,50.44827586,22.96774194,14.30769231
12082,28.55749579,77.18749181,106.6333333,55.25,68.6357926,89.82142857,123.1875,82,54.8125,25.75,11.63157895
12084,28.54949579,77.18749181,125,36.78947368,66.07715644,69.5,92.8,111.6666667,63.11111111,5,24.75
12090,28.52549579,77.18749181,96.66666667,62.15789474,79.27184936,106,106.5714286,89.33529412,89.66666667,51.41176471,32.36507937
12091,28.52149579,77.18749181,85.11111111,53,61.47542735,85,65.5,,66,59.76923077,39.58333333
12092,28.51749579,77.18749181,73.55555556,45.76470588,59.96172906,,76.72727273,,78,63.9,35.41666667
12093,28.51349579,77.18749181,62,42.33333333,65.29019953,80.6,84.3125,86.25,92.44444444,37.14876033,37.23255814
12158,28.73149579,77.19095591,193.9655172,48,90.62752477,,167.8181818,93,44.66666667,56.69230769,30.25
12160,28.72349579,77.19095591,198.8438697,49,49,,,,,,
12165,28.70349579,77.19095591,203.7222222,17,91.5407242,70.4,101.2857143,168.4285714,113.7142857,35.4,22.375
12175,28.66349579,77.19095591,168.7673611,,37,,,,,,37
12176,28.65949579,77.19095591,133.8125,32.66666667,91.10508242,,193.425,156.875,55.92307692,41.2,23.83333333
12180,28.64349579,77.19095591,120.40625,66.75,99.0397243,178,214.8947368,146.8,65,10.5,11.33333333
12182,28.63549579,77.19095591,107,36,50.6,36,,,12,62,
12183,28.63149579,77.19095591,147,50.9,98.29444445,62,98.2,102,129.6666667,,
12184,28.62749579,77.19095591,200,27,119.7,112,204.5,68,187,,
12186,28.61949579,77.19095591,283.1682243,42.38,99.21996098,88.98507463,98.84444444,139.7777778,90.6875,42.25,7.666666667
12187,28.61549579,77.19095591,92.97368421,42.68656716,65.79571353,59.54545455,83.80952381,93.36363636,87.73684211,41.25,25
12188,28.61149579,77.19095591,95.93258427,40.25468165,68.93583164,64.75135135,81.52307692,133.0857143,83.03448276,43.85714286,9.047619048
12189,28.60749579,77.19095591,98.36206897,42.05970149,77.3399092,78.64935065,87.95652174,147.7567568,103.4705882,39.75,20.71428571
12190,28.60349579,77.19095591,104,38,66.36257764,82.125,57,65.91304348,42.5,75,
12191,28.59949579,77.19095591,101.5,47.75,83.72916668,103.1666667,148,,36,,
12192,28.59549579,77.19095591,99,46.5,63.9,93,,33,48,,
12198,28.57149579,77.19095591,77.7,48.66666667,53.55094697,66.09090909,94,60.75,45,25.8,10.4
12199,28.56749579,77.19095591,94.50420168,55.27631579,66.95790563,88.63636364,115.3277311,80.7721519,52.24193548,32.25,16.65454545
12200,28.56349579,77.19095591,88.5,22,66.75,94,110,,78,,8
12204,28.54749579,77.19095591,40,38.11494253,43.05213465,55.5,41,71,44.25,,11.5
12209,28.52749579,77.19095591,119.375,55.02941176,86.55917546,123,95.10526316,116.5833333,82.41666667,56.42372881,44.54
12210,28.52349579,77.19095591,77,52.94230769,69.38686921,81,89.08,69.33333333,82.55,57.93103448,45.25827815
12211,28.51949579,77.19095591,81,59.64,88.13724149,121.4285714,99.76923077,131.9130435,109.1,60.97435897,41.27272727
12279,28.72949579,77.19442002,137.5,52.5,75.39091797,,104.5689655,119.2222222,46.6,44.91666667,22.42857143
12286,28.70149579,77.19442002,224.46875,16,99.70557973,96.5,,168.2,132,35.47619048,25.29411765
12294,28.66949579,77.19442002,202.7291667,,114,,,114,,,
12295,28.66549579,77.19442002,180.9895833,,36,,,,,,36
12297,28.65749579,77.19442002,159.25,58.6,97.99636752,,116.3333333,169,64.33333333,,20.46153846
12300,28.64549579,77.19442002,147.1875,42.6,30.775,,,,27,40,13.5
12301,28.64149579,77.19442002,135.125,43,67.5,,,,92,,
12302,28.63749579,77.19442002,123.0625,38,38,,,,,,
12304,28.62949579,77.19442002,111,,111,,,,,,
12305,28.62549579,77.19442002,105.2878788,,73.55263158,64.5,64,85.5,,80.21052632,
12306,28.62149579,77.19442002,99.57575758,36.1589404,68.37741827,67.65753425,96.26415094,117.1,78.96296296,40.3,11
12309,28.60949579,77.19442002,100.7171717,,50.5,,50.5,,,,
12310,28.60549579,77.19442002,101.8585859,53,53,,,,,,
12311,28.60149579,77.19442002,103,44.83333333,64.6462585,92.85714286,143.3333333,30.5,34,,4
12312,28.59749579,77.19442002,93.12135923,,106,,,106,,,
12319,28.56949579,77.19442002,83.24271845,47.35616438,58.73813843,75.65957447,93.09302326,84.42647059,49.94642857,24.2295082,11.95121951
12325,28.54549579,77.19442002,108.6363636,42.76470588,66.53674083,96.75,87.14285714,114.6666667,52,4,26.33333333
12331,28.52149579,77.19442002,124.5496633,,31,,,,,,31
12399,28.72749579,77.19788412,140.462963,62.5,111.4427984,174.5,288.6633166,77.38624339,64.85294118,38.6,44.57692308
12405,28.70349579,77.19788412,109,,59,,,,,34,34
12406,28.69949579,77.19788412,226.1428571,42,87.35714285,,,116,95,28.5,16.5
12414,28.66749579,77.19788412,198.047619,,110.3333333,,,110.3333333,,,
12415,28.66349579,77.19788412,169.952381,,34,,,,,,34
